1991, 1832.0
1992, 2003.0
1993, 2103.0
1994, 2185.0
1995, 2281.0
1996, 2344.0
1997, 2389.0
1998, 2447.0
1999, 2518.0
2000, 2551.0
2001, 2617.0
2002, 2701.0
2003, 2783.0
2004, 2846.0
2005, 2901.0
2006, 2950.0
2007, 3023.0
2008, 3103.0
2009, 3141.0
2010, 3227.0
2011, 3311.0
2012, 3391.0
2013, 3449.0
2014, 3527.0
2015, 3612.0
2016, 3703.0
2017, 3771.0
2018, 3880.0
2019, 3994.0
2020, 3975.0
2021, 4100.0
2022, 4244.0
2023, 4479.0 
